ID,Total_nacional,Comunidades_ciudades_autonomas,Provincias,Tipo_turista,Turistas_totales,Año,Mes,Temporada,Outliers_zscore
-4000574481012676605,No aplica,Andalucía,Cádiz,Viajero,33237.0,2020,3,Primavera,False
-685622469073518428,No aplica,Andalucía,Cádiz,Viajero,42024.0,2020,2,Invierno,False
-6740938804238107327,No aplica,Andalucía,Cádiz,Viajero,39525.0,2020,1,Invierno,False
8354462080303206095,No aplica,Andalucía,Cádiz,Viajero,36252.0,2019,12,Invierno,False
2333331133179520405,No aplica,Andalucía,Cádiz,Viajero,50486.0,2019,11,Otoño,False
-4461965394133944757,No aplica,Andalucía,Cádiz,Viajero,115547.0,2019,10,Otoño,False
882771007826565883,No aplica,Andalucía,Cádiz,Viajero,122805.0,2019,9,Otoño,False
5551543279396122755,No aplica,Andalucía,Cádiz,Viajero,98600.0,2019,8,Verano,False
-4736611493076761936,No aplica,Andalucía,Cádiz,Viajero,106501.0,2019,7,Verano,False
-7833915896434275535,No aplica,Andalucía,Cádiz,Viajero,108386.0,2019,6,Verano,False
4647933371444552321,No aplica,Andalucía,Cádiz,Viajero,115138.0,2019,5,Primavera,False
2308401520748424300,No aplica,Andalucía,Cádiz,Viajero,98247.0,2019,4,Primavera,False
2164679723925257533,No aplica,Andalucía,Cádiz,Viajero,63088.0,2019,3,Primavera,False
2459144397642079862,No aplica,Andalucía,Cádiz,Viajero,41811.0,2019,2,Invierno,False
-5132409947162819182,No aplica,Andalucía,Cádiz,Viajero,38270.0,2019,1,Invierno,False
7399430015975347322,No aplica,Andalucía,Cádiz,Viajero,35633.0,2018,12,Invierno,False
-3252193676863951631,No aplica,Andalucía,Cádiz,Viajero,47116.0,2018,11,Otoño,False
4076542535957949789,No aplica,Andalucía,Cádiz,Viajero,119005.0,2018,10,Otoño,False
-8667963457666665673,No aplica,Andalucía,Cádiz,Viajero,122778.0,2018,9,Otoño,False
-8808446769620097499,No aplica,Andalucía,Cádiz,Viajero,105102.0,2018,8,Verano,False
7692696152384251688,No aplica,Andalucía,Cádiz,Viajero,97068.0,2018,7,Verano,False
6764187576456772592,No aplica,Andalucía,Cádiz,Viajero,106575.0,2018,6,Verano,False
-2926240755900631079,No aplica,Andalucía,Cádiz,Viajero,116127.0,2018,5,Primavera,False
-4658452753106537271,No aplica,Andalucía,Cádiz,Viajero,90052.0,2018,4,Primavera,False
4404533293820654890,No aplica,Andalucía,Cádiz,Viajero,61678.0,2018,3,Primavera,False
-1137208316449544023,No aplica,Andalucía,Cádiz,Viajero,41295.0,2018,2,Invierno,False
2304699770010035588,No aplica,Andalucía,Cádiz,Viajero,33638.0,2018,1,Invierno,False
-6654866930663226760,No aplica,Andalucía,Cádiz,Viajero,31256.0,2017,12,Invierno,False
-5625465357413785789,No aplica,Andalucía,Cádiz,Viajero,41202.0,2017,11,Otoño,False
4252651712058264574,No aplica,Andalucía,Cádiz,Viajero,112390.0,2017,10,Otoño,False
-901158495084376418,No aplica,Andalucía,Cádiz,Viajero,122298.0,2017,9,Otoño,False
-8316878909721055146,No aplica,Andalucía,Cádiz,Viajero,106200.0,2017,8,Verano,False
-2848204323994335138,No aplica,Andalucía,Cádiz,Viajero,107967.0,2017,7,Verano,False
-2297986930080301708,No aplica,Andalucía,Cádiz,Viajero,105324.0,2017,6,Verano,False
2371874706146909961,No aplica,Andalucía,Cádiz,Viajero,114165.0,2017,5,Primavera,False
6718944824937842453,No aplica,Andalucía,Cádiz,Viajero,93232.0,2017,4,Primavera,False
-7585426493329142387,No aplica,Andalucía,Cádiz,Viajero,54822.0,2017,3,Primavera,False
-8024718111856948595,No aplica,Andalucía,Cádiz,Viajero,38257.0,2017,2,Invierno,False
-5895832046773589196,No aplica,Andalucía,Cádiz,Viajero,31576.0,2017,1,Invierno,False
-3505641947910310646,No aplica,Andalucía,Cádiz,Viajero,27373.0,2016,12,Invierno,False
-1220463526962143350,No aplica,Andalucía,Cádiz,Viajero,37717.0,2016,11,Otoño,False
1774461936807026763,No aplica,Andalucía,Cádiz,Viajero,104956.0,2016,10,Otoño,False
2876828768510508755,No aplica,Andalucía,Cádiz,Viajero,114659.0,2016,9,Otoño,False
-5611767368617579902,No aplica,Andalucía,Cádiz,Viajero,102357.0,2016,8,Verano,False
-2803456979378741843,No aplica,Andalucía,Cádiz,Viajero,101019.0,2016,7,Verano,False
7519596486353899020,No aplica,Andalucía,Cádiz,Viajero,97978.0,2016,6,Verano,False
4455303381109926134,No aplica,Andalucía,Cádiz,Viajero,102104.0,2016,5,Primavera,False
3578824834442566285,No aplica,Andalucía,Cádiz,Viajero,82155.0,2016,4,Primavera,False
-8428198934514793179,No aplica,Andalucía,Cádiz,Viajero,58141.0,2016,3,Primavera,False
2822926804653421611,No aplica,Andalucía,Cádiz,Viajero,33018.0,2016,2,Invierno,False
2579923034881828752,No aplica,Andalucía,Cádiz,Viajero,23545.0,2016,1,Invierno,False
-7837691090249006357,No aplica,Andalucía,Cádiz,Viajero,22207.0,2015,12,Invierno,False
-2702434070139556682,No aplica,Andalucía,Cádiz,Viajero,33784.0,2015,11,Otoño,False
5298601825019337838,No aplica,Andalucía,Cádiz,Viajero,91943.0,2015,10,Otoño,False
-3588455499071480816,No aplica,Andalucía,Cádiz,Viajero,100774.0,2015,9,Otoño,False
1686496848821591358,No aplica,Andalucía,Cádiz,Viajero,85854.0,2015,8,Verano,False
1718402073733838114,No aplica,Andalucía,Cádiz,Viajero,76865.0,2015,7,Verano,False
-5011052556473093996,No aplica,Andalucía,Cádiz,Viajero,80514.0,2015,6,Verano,False
8895208636791039081,No aplica,Andalucía,Cádiz,Viajero,95727.0,2015,5,Primavera,False
7733524658035629216,No aplica,Andalucía,Cádiz,Viajero,76311.0,2015,4,Primavera,False
4173156127703403256,No aplica,Andalucía,Cádiz,Viajero,42217.0,2015,3,Primavera,False
-7637334384951661835,No aplica,Andalucía,Cádiz,Viajero,26699.0,2015,2,Invierno,False
-9077055312211994996,No aplica,Andalucía,Cádiz,Viajero,21613.0,2015,1,Invierno,False
8578743592665449055,No aplica,Andalucía,Cádiz,Viajero,21505.0,2014,12,Invierno,False
-203585664352106218,No aplica,Andalucía,Cádiz,Viajero,26236.0,2014,11,Otoño,False
136673059504743507,No aplica,Andalucía,Cádiz,Viajero,77971.0,2014,10,Otoño,False
-9094369802223349469,No aplica,Andalucía,Cádiz,Viajero,93654.0,2014,9,Otoño,False
6901603413341846031,No aplica,Andalucía,Cádiz,Viajero,88350.0,2014,8,Verano,False
-6171822115499525139,No aplica,Andalucía,Cádiz,Viajero,75004.0,2014,7,Verano,False
-5387779985888125596,No aplica,Andalucía,Cádiz,Viajero,73361.0,2014,6,Verano,False
-7669760707975972475,No aplica,Andalucía,Cádiz,Viajero,79421.0,2014,5,Primavera,False
-2190579644046420223,No aplica,Andalucía,Cádiz,Viajero,61152.0,2014,4,Primavera,False
495900500760220692,No aplica,Andalucía,Cádiz,Viajero,38910.0,2014,3,Primavera,False
2052947086962062363,No aplica,Andalucía,Cádiz,Viajero,22727.0,2014,2,Invierno,False
1356631540545218561,No aplica,Andalucía,Cádiz,Viajero,22202.0,2014,1,Invierno,False
1696044161079548927,No aplica,Andalucía,Cádiz,Viajero,20330.0,2013,12,Invierno,False
2067429592149199146,No aplica,Andalucía,Cádiz,Viajero,29847.0,2013,11,Otoño,False
-4128841896959751529,No aplica,Andalucía,Cádiz,Viajero,81016.0,2013,10,Otoño,False
-5921981964412715188,No aplica,Andalucía,Cádiz,Viajero,100199.0,2013,9,Otoño,False
-2290526875600336197,No aplica,Andalucía,Cádiz,Viajero,96111.0,2013,8,Verano,False
-8381067886129224994,No aplica,Andalucía,Cádiz,Viajero,79875.0,2013,7,Verano,False
-9092256934919467803,No aplica,Andalucía,Cádiz,Viajero,79956.0,2013,6,Verano,False
4934041403307162025,No aplica,Andalucía,Cádiz,Viajero,85312.0,2013,5,Primavera,False
-3923022188042663534,No aplica,Andalucía,Cádiz,Viajero,63319.0,2013,4,Primavera,False
-3958666497515944700,No aplica,Andalucía,Cádiz,Viajero,50111.0,2013,3,Primavera,False
-2440593695676694141,No aplica,Andalucía,Cádiz,Viajero,29702.0,2013,2,Invierno,False
5150623171103229302,No aplica,Andalucía,Cádiz,Viajero,19141.0,2013,1,Invierno,False
1276344593945858209,No aplica,Andalucía,Cádiz,Viajero,18595.0,2012,12,Invierno,False
4958351319587518829,No aplica,Andalucía,Cádiz,Viajero,29370.0,2012,11,Otoño,False
-7610592482941502396,No aplica,Andalucía,Cádiz,Viajero,77892.0,2012,10,Otoño,False
8743156477212084379,No aplica,Andalucía,Cádiz,Viajero,99818.0,2012,9,Otoño,False
8902542384697698055,No aplica,Andalucía,Cádiz,Viajero,93352.0,2012,8,Verano,False
2177447888441022269,No aplica,Andalucía,Cádiz,Viajero,79841.0,2012,7,Verano,False
-8072223345973886421,No aplica,Andalucía,Cádiz,Viajero,81549.0,2012,6,Verano,False
5268804511689051458,No aplica,Andalucía,Cádiz,Viajero,78832.0,2012,5,Primavera,False
2642339987739563746,No aplica,Andalucía,Cádiz,Viajero,66875.0,2012,4,Primavera,False
-5427666882095341809,No aplica,Andalucía,Cádiz,Viajero,49225.0,2012,3,Primavera,False
-4788395971242508305,No aplica,Andalucía,Cádiz,Viajero,28926.0,2012,2,Invierno,False
-356511115976263228,No aplica,Andalucía,Cádiz,Viajero,17238.0,2012,1,Invierno,False
3030146407019691545,No aplica,Andalucía,Cádiz,Viajero,15677.0,2011,12,Invierno,False
-4852774803706350578,No aplica,Andalucía,Cádiz,Viajero,26235.0,2011,11,Otoño,False
8791158115107417216,No aplica,Andalucía,Cádiz,Viajero,79723.0,2011,10,Otoño,False
1959917746275335784,No aplica,Andalucía,Cádiz,Viajero,95365.0,2011,9,Otoño,False
3875333138546069123,No aplica,Andalucía,Cádiz,Viajero,82829.0,2011,8,Verano,False
1613795578812460902,No aplica,Andalucía,Cádiz,Viajero,74988.0,2011,7,Verano,False
6385056117299058287,No aplica,Andalucía,Cádiz,Viajero,76832.0,2011,6,Verano,False
4782078373182594504,No aplica,Andalucía,Cádiz,Viajero,77561.0,2011,5,Primavera,False
-7135015749353893401,No aplica,Andalucía,Cádiz,Viajero,75273.0,2011,4,Primavera,False
-4278894459126459382,No aplica,Andalucía,Cádiz,Viajero,51370.0,2011,3,Primavera,False
-219172450177224024,No aplica,Andalucía,Cádiz,Viajero,30094.0,2011,2,Invierno,False
5032219803329998457,No aplica,Andalucía,Cádiz,Viajero,16266.0,2011,1,Invierno,False
3500010066173472098,No aplica,Andalucía,Cádiz,Viajero,15680.0,2010,12,Invierno,False
2222461579602069116,No aplica,Andalucía,Cádiz,Viajero,25581.0,2010,11,Otoño,False
-3680416989394315046,No aplica,Andalucía,Cádiz,Viajero,80766.0,2010,10,Otoño,False
-8630946525915858645,No aplica,Andalucía,Cádiz,Viajero,85218.0,2010,9,Otoño,False
-520801572664166379,No aplica,Andalucía,Cádiz,Viajero,74636.0,2010,8,Verano,False
-6077077856457990886,No aplica,Andalucía,Cádiz,Viajero,67465.0,2010,7,Verano,False
6033619316538717664,No aplica,Andalucía,Cádiz,Viajero,68415.0,2010,6,Verano,False
-8340684358692484002,No aplica,Andalucía,Cádiz,Viajero,83823.0,2010,5,Primavera,False
-8648676291147606090,No aplica,Andalucía,Cádiz,Viajero,65169.0,2010,4,Primavera,False
-7079303110081400772,No aplica,Andalucía,Cádiz,Viajero,48400.0,2010,3,Primavera,False
1687810262445387332,No aplica,Andalucía,Cádiz,Viajero,29151.0,2010,2,Invierno,False
7509009360188685389,No aplica,Andalucía,Cádiz,Viajero,17938.0,2010,1,Invierno,False
4652199819977986581,No aplica,Andalucía,Cádiz,Viajero,18205.0,2009,12,Invierno,False
8421381138884262733,No aplica,Andalucía,Cádiz,Viajero,24497.0,2009,11,Otoño,False
-7053184602183110132,No aplica,Andalucía,Cádiz,Viajero,71729.0,2009,10,Otoño,False
5791775160555615740,No aplica,Andalucía,Cádiz,Viajero,89608.0,2009,9,Otoño,False
-5340821493428893150,No aplica,Andalucía,Cádiz,Viajero,74442.0,2009,8,Verano,False
-1795386289836594186,No aplica,Andalucía,Cádiz,Viajero,73153.0,2009,7,Verano,False
-4567583324184726465,No aplica,Andalucía,Cádiz,Viajero,67390.0,2009,6,Verano,False
-51338286459541038,No aplica,Andalucía,Cádiz,Viajero,84749.0,2009,5,Primavera,False
-3282157201940905727,No aplica,Andalucía,Cádiz,Viajero,57658.0,2009,4,Primavera,False
-3063378522805614220,No aplica,Andalucía,Cádiz,Viajero,49784.0,2009,3,Primavera,False
-5956359528993426463,No aplica,Andalucía,Cádiz,Viajero,26446.0,2009,2,Invierno,False
7491852253710632387,No aplica,Andalucía,Cádiz,Viajero,17874.0,2009,1,Invierno,False
3339136687376425651,No aplica,Andalucía,Cádiz,Viajero,19719.0,2008,12,Invierno,False
4765750422926443965,No aplica,Andalucía,Cádiz,Viajero,34679.0,2008,11,Otoño,False
8382919182787110804,No aplica,Andalucía,Cádiz,Viajero,76954.0,2008,10,Otoño,False
-8601358251027643185,No aplica,Andalucía,Cádiz,Viajero,96446.0,2008,9,Otoño,False
5418399974152405258,No aplica,Andalucía,Cádiz,Viajero,86306.0,2008,8,Verano,False
-12820719258033259,No aplica,Andalucía,Cádiz,Viajero,73850.0,2008,7,Verano,False
-3013534472115663982,No aplica,Andalucía,Cádiz,Viajero,67784.0,2008,6,Verano,False
1625271350241306649,No aplica,Andalucía,Cádiz,Viajero,91868.0,2008,5,Primavera,False
6722163765884386132,No aplica,Andalucía,Cádiz,Viajero,71886.0,2008,4,Primavera,False
-7025882417434824307,No aplica,Andalucía,Cádiz,Viajero,63579.0,2008,3,Primavera,False
4078223640031959286,No aplica,Andalucía,Cádiz,Viajero,35214.0,2008,2,Invierno,False
-5119666017891596107,No aplica,Andalucía,Cádiz,Viajero,24560.0,2008,1,Invierno,False
-1480076982963275671,No aplica,Andalucía,Cádiz,Viajero,26281.0,2007,12,Invierno,False
855354389745875668,No aplica,Andalucía,Cádiz,Viajero,35440.0,2007,11,Otoño,False
3948223289271675292,No aplica,Andalucía,Cádiz,Viajero,90508.0,2007,10,Otoño,False
617652144779563600,No aplica,Andalucía,Cádiz,Viajero,105364.0,2007,9,Otoño,False
2295880560693189753,No aplica,Andalucía,Cádiz,Viajero,84942.0,2007,8,Verano,False
2356425331092828872,No aplica,Andalucía,Cádiz,Viajero,85733.0,2007,7,Verano,False
207968496236620659,No aplica,Andalucía,Cádiz,Viajero,79753.0,2007,6,Verano,False
-9208006512981779519,No aplica,Andalucía,Cádiz,Viajero,93830.0,2007,5,Primavera,False
8974419446744055897,No aplica,Andalucía,Cádiz,Viajero,82254.0,2007,4,Primavera,False
-2070487664472984359,No aplica,Andalucía,Cádiz,Viajero,60529.0,2007,3,Primavera,False
7946625152958515767,No aplica,Andalucía,Cádiz,Viajero,34758.0,2007,2,Invierno,False
175712149953441401,No aplica,Andalucía,Cádiz,Viajero,26738.0,2007,1,Invierno,False
-8805963119208424891,No aplica,Andalucía,Cádiz,Viajero,22431.0,2006,12,Invierno,False
-6834330355789628291,No aplica,Andalucía,Cádiz,Viajero,33478.0,2006,11,Otoño,False
5122130530927851268,No aplica,Andalucía,Cádiz,Viajero,79120.0,2006,10,Otoño,False
-5839978111970975630,No aplica,Andalucía,Cádiz,Viajero,112767.0,2006,9,Otoño,False
4944352311911309126,No aplica,Andalucía,Cádiz,Viajero,90828.0,2006,8,Verano,False
1192308327418362381,No aplica,Andalucía,Cádiz,Viajero,80908.0,2006,7,Verano,False
-1577050934148875847,No aplica,Andalucía,Cádiz,Viajero,77545.0,2006,6,Verano,False
-3870675772763391413,No aplica,Andalucía,Cádiz,Viajero,99242.0,2006,5,Primavera,False
6509532563912762168,No aplica,Andalucía,Cádiz,Viajero,84031.0,2006,4,Primavera,False
-7651294546475415771,No aplica,Andalucía,Cádiz,Viajero,54557.0,2006,3,Primavera,False
7715064428001751863,No aplica,Andalucía,Cádiz,Viajero,33234.0,2006,2,Invierno,False
-2991516943916973312,No aplica,Andalucía,Cádiz,Viajero,22570.0,2006,1,Invierno,False
5237095659873278861,No aplica,Andalucía,Cádiz,Viajero,27783.0,2005,12,Invierno,False
-1528825286188559857,No aplica,Andalucía,Cádiz,Viajero,36552.0,2005,11,Otoño,False
-281572343206901099,No aplica,Andalucía,Cádiz,Viajero,65999.0,2005,10,Otoño,False
-8195303057065464182,No aplica,Andalucía,Cádiz,Viajero,75489.0,2005,9,Otoño,False
-5541386296977529943,No aplica,Andalucía,Cádiz,Viajero,66073.0,2005,8,Verano,False
6157353517988191670,No aplica,Andalucía,Cádiz,Viajero,60963.0,2005,7,Verano,False
-5650807330960170675,No aplica,Andalucía,Cádiz,Viajero,64319.0,2005,6,Verano,False
6893130808806505665,No aplica,Andalucía,Cádiz,Viajero,78521.0,2005,5,Primavera,False
3298149391029590575,No aplica,Andalucía,Cádiz,Viajero,63934.0,2005,4,Primavera,False
3304760377485505522,No aplica,Andalucía,Cádiz,Viajero,52752.0,2005,3,Primavera,False
-128413638049849059,No aplica,Andalucía,Cádiz,Viajero,30991.0,2005,2,Invierno,False
-3179893660953158629,No aplica,Andalucía,Cádiz,Viajero,21095.0,2005,1,Invierno,False
-8931478811409291093,No aplica,Andalucía,Cádiz,Viajero,26217.0,2004,12,Invierno,False
5096906713654367807,No aplica,Andalucía,Cádiz,Viajero,28355.0,2004,11,Otoño,False
534775468631954929,No aplica,Andalucía,Cádiz,Viajero,64597.0,2004,10,Otoño,False
7153631544082369498,No aplica,Andalucía,Cádiz,Viajero,75802.0,2004,9,Otoño,False
-5876346412316488293,No aplica,Andalucía,Cádiz,Viajero,63128.0,2004,8,Verano,False
-4136815026766811930,No aplica,Andalucía,Cádiz,Viajero,60257.0,2004,7,Verano,False
505777558754385132,No aplica,Andalucía,Cádiz,Viajero,60433.0,2004,6,Verano,False
-8698174021478108727,No aplica,Andalucía,Cádiz,Viajero,74806.0,2004,5,Primavera,False
8625702935281236781,No aplica,Andalucía,Cádiz,Viajero,63901.0,2004,4,Primavera,False
-7715221105977950553,No aplica,Andalucía,Cádiz,Viajero,61267.0,2004,3,Primavera,False
3318561372757618963,No aplica,Andalucía,Cádiz,Viajero,37899.0,2004,2,Invierno,False
5552382834351472996,No aplica,Andalucía,Cádiz,Viajero,22945.0,2004,1,Invierno,False
2019286511448622072,No aplica,Andalucía,Cádiz,Viajero,22575.0,2003,12,Invierno,False
2796301840551998030,No aplica,Andalucía,Cádiz,Viajero,30508.0,2003,11,Otoño,False
-7235150557117024224,No aplica,Andalucía,Cádiz,Viajero,62291.0,2003,10,Otoño,False
-5814730485336167269,No aplica,Andalucía,Cádiz,Viajero,68662.0,2003,9,Otoño,False
-1192071333039903792,No aplica,Andalucía,Cádiz,Viajero,59806.0,2003,8,Verano,False
-271590835441036543,No aplica,Andalucía,Cádiz,Viajero,58575.0,2003,7,Verano,False
-2071766386619991369,No aplica,Andalucía,Cádiz,Viajero,57512.0,2003,6,Verano,False
-1727167955208334270,No aplica,Andalucía,Cádiz,Viajero,75934.0,2003,5,Primavera,False
849754351652784592,No aplica,Andalucía,Cádiz,Viajero,74312.0,2003,4,Primavera,False
8875834751158556509,No aplica,Andalucía,Cádiz,Viajero,45212.0,2003,3,Primavera,False
-1899942483133339980,No aplica,Andalucía,Cádiz,Viajero,26325.0,2003,2,Invierno,False
8506434749256974363,No aplica,Andalucía,Cádiz,Viajero,20738.0,2003,1,Invierno,False
1965507003289552626,No aplica,Andalucía,Cádiz,Viajero,17621.0,2002,12,Invierno,False
-275809851726262799,No aplica,Andalucía,Cádiz,Viajero,25700.0,2002,11,Otoño,False
2318649239937888345,No aplica,Andalucía,Cádiz,Viajero,57880.0,2002,10,Otoño,False
7120360989177155093,No aplica,Andalucía,Cádiz,Viajero,71658.0,2002,9,Otoño,False
8109010948871028648,No aplica,Andalucía,Cádiz,Viajero,52841.0,2002,8,Verano,False
5678962987131538062,No aplica,Andalucía,Cádiz,Viajero,48251.0,2002,7,Verano,False
-3479767751469151081,No aplica,Andalucía,Cádiz,Viajero,51524.0,2002,6,Verano,False
-3028508336765751627,No aplica,Andalucía,Cádiz,Viajero,71543.0,2002,5,Primavera,False
-7767916190219330560,No aplica,Andalucía,Cádiz,Viajero,61939.0,2002,4,Primavera,False
-7359215436817901139,No aplica,Andalucía,Cádiz,Viajero,52161.0,2002,3,Primavera,False
-7025343860220486282,No aplica,Andalucía,Cádiz,Viajero,32543.0,2002,2,Invierno,False
-2150613987703520118,No aplica,Andalucía,Cádiz,Viajero,19128.0,2002,1,Invierno,False
900041511288920389,No aplica,Andalucía,Cádiz,Viajero,17457.0,2001,12,Invierno,False
-1177819787899932623,No aplica,Andalucía,Cádiz,Viajero,28457.0,2001,11,Otoño,False
-3085005669477476670,No aplica,Andalucía,Cádiz,Viajero,53564.0,2001,10,Otoño,False
-5371772315142052958,No aplica,Andalucía,Cádiz,Viajero,66921.0,2001,9,Otoño,False
-5701790972510877904,No aplica,Andalucía,Cádiz,Viajero,51320.0,2001,8,Verano,False
2133782473042140831,No aplica,Andalucía,Cádiz,Viajero,51555.0,2001,7,Verano,False
-3585631807070614678,No aplica,Andalucía,Cádiz,Viajero,53403.0,2001,6,Verano,False
-7308949818265743252,No aplica,Andalucía,Cádiz,Viajero,68093.0,2001,5,Primavera,False
-72465124092694085,No aplica,Andalucía,Cádiz,Viajero,66291.0,2001,4,Primavera,False
4104696558212532517,No aplica,Andalucía,Cádiz,Viajero,47351.0,2001,3,Primavera,False
-2294557870531925323,No aplica,Andalucía,Cádiz,Viajero,28057.0,2001,2,Invierno,False
3355729980681345633,No aplica,Andalucía,Cádiz,Viajero,16004.0,2001,1,Invierno,False
8069775279291022371,No aplica,Andalucía,Cádiz,Viajero,19257.0,2000,12,Invierno,False
5628854963443440991,No aplica,Andalucía,Cádiz,Viajero,28973.0,2000,11,Otoño,False
-6025549645386682757,No aplica,Andalucía,Cádiz,Viajero,61333.0,2000,10,Otoño,False
8584999228433925300,No aplica,Andalucía,Cádiz,Viajero,59892.0,2000,9,Otoño,False
7341181400974666237,No aplica,Andalucía,Cádiz,Viajero,54085.0,2000,8,Verano,False
-2560306929115134719,No aplica,Andalucía,Cádiz,Viajero,47115.0,2000,7,Verano,False
6632556534994335766,No aplica,Andalucía,Cádiz,Viajero,50023.0,2000,6,Verano,False
-3301364335466426084,No aplica,Andalucía,Cádiz,Viajero,64931.0,2000,5,Primavera,False
1829662522455529821,No aplica,Andalucía,Cádiz,Viajero,65541.0,2000,4,Primavera,False
5168498947612155597,No aplica,Andalucía,Cádiz,Viajero,40822.0,2000,3,Primavera,False
-3697472033264433644,No aplica,Andalucía,Cádiz,Viajero,22227.0,2000,2,Invierno,False
-8370167541790110639,No aplica,Andalucía,Cádiz,Viajero,16717.0,2000,1,Invierno,False
1369508260165526014,No aplica,Andalucía,Cádiz,Viajero,20228.0,1999,12,Invierno,False
-7736981917017454039,No aplica,Andalucía,Cádiz,Viajero,25956.0,1999,11,Otoño,False
-2975930907687162603,No aplica,Andalucía,Cádiz,Viajero,55491.0,1999,10,Otoño,False
7919408548810936170,No aplica,Andalucía,Cádiz,Viajero,58083.0,1999,9,Otoño,False
-3078860459942847458,No aplica,Andalucía,Cádiz,Viajero,54730.0,1999,8,Verano,False
8796663678114640191,No aplica,Andalucía,Cádiz,Viajero,43293.0,1999,7,Verano,False
-3204794368338087168,No aplica,Andalucía,Cádiz,Viajero,47943.0,1999,6,Verano,False
5672702150891216528,No aplica,Andalucía,Cádiz,Viajero,60106.0,1999,5,Primavera,False
8648583624196096164,No aplica,Andalucía,Cádiz,Viajero,54085.0,1999,4,Primavera,False
7734049871811628376,No aplica,Andalucía,Cádiz,Viajero,39889.0,1999,3,Primavera,False
8643615034832517533,No aplica,Andalucía,Cádiz,Viajero,21134.0,1999,2,Invierno,False
-2795333967153723015,No aplica,Andalucía,Cádiz,Viajero,16235.0,1999,1,Invierno,False
-8031521597956687272,No aplica,Andalucía,Cádiz,Pernoctaciones,435571.0,2025,9,Otoño,False
5644353255241779079,No aplica,Andalucía,Cádiz,Pernoctaciones,317169.0,2025,8,Verano,False
-2463533968257569383,No aplica,Andalucía,Cádiz,Pernoctaciones,336211.0,2025,7,Verano,False
3248616982584990682,No aplica,Andalucía,Cádiz,Pernoctaciones,390466.0,2025,6,Verano,False
-2832403210283505047,No aplica,Andalucía,Cádiz,Pernoctaciones,392844.0,2025,5,Primavera,False
5525759565649405158,No aplica,Andalucía,Cádiz,Pernoctaciones,297601.0,2025,4,Primavera,False
-6393912846437122950,No aplica,Andalucía,Cádiz,Pernoctaciones,180863.0,2025,3,Primavera,False
-98932756062972229,No aplica,Andalucía,Cádiz,Pernoctaciones,127062.0,2025,2,Invierno,False
5133707849722446005,No aplica,Andalucía,Cádiz,Pernoctaciones,93119.0,2025,1,Invierno,False
8371404835543201252,No aplica,Andalucía,Cádiz,Pernoctaciones,74739.0,2024,12,Invierno,False
-7572062147440254642,No aplica,Andalucía,Cádiz,Pernoctaciones,143654.0,2024,11,Otoño,False
3661350352751336873,No aplica,Andalucía,Cádiz,Pernoctaciones,413858.0,2024,10,Otoño,False
8725946864471651809,No aplica,Andalucía,Cádiz,Pernoctaciones,429362.0,2024,9,Otoño,False
7675002912100253790,No aplica,Andalucía,Cádiz,Pernoctaciones,331229.0,2024,8,Verano,False
8995241030957889813,No aplica,Andalucía,Cádiz,Pernoctaciones,347322.0,2024,7,Verano,False
6066975101767791512,No aplica,Andalucía,Cádiz,Pernoctaciones,381954.0,2024,6,Verano,False
1466264630375740347,No aplica,Andalucía,Cádiz,Pernoctaciones,404194.0,2024,5,Primavera,False
-3632669941981616704,No aplica,Andalucía,Cádiz,Pernoctaciones,312818.0,2024,4,Primavera,False
-7369631703820661526,No aplica,Andalucía,Cádiz,Pernoctaciones,180148.0,2024,3,Primavera,False
-6238602909508661849,No aplica,Andalucía,Cádiz,Pernoctaciones,128277.0,2024,2,Invierno,False
-3587288229312006730,No aplica,Andalucía,Cádiz,Pernoctaciones,87467.0,2024,1,Invierno,False
-1546927218730839766,No aplica,Andalucía,Cádiz,Pernoctaciones,75951.0,2023,12,Invierno,False
-7700759008570839609,No aplica,Andalucía,Cádiz,Pernoctaciones,125110.0,2023,11,Otoño,False
6199739018119765399,No aplica,Andalucía,Cádiz,Pernoctaciones,411630.0,2023,10,Otoño,False
-2103863342592030103,No aplica,Andalucía,Cádiz,Pernoctaciones,428596.0,2023,9,Otoño,False
-799292605611447915,No aplica,Andalucía,Cádiz,Pernoctaciones,314812.0,2023,8,Verano,False
93222435974886074,No aplica,Andalucía,Cádiz,Pernoctaciones,308572.0,2023,7,Verano,False
-8154596498211363370,No aplica,Andalucía,Cádiz,Pernoctaciones,345150.0,2023,6,Verano,False
-1548319520249574826,No aplica,Andalucía,Cádiz,Pernoctaciones,347759.0,2023,5,Primavera,False
-506435665334670348,No aplica,Andalucía,Cádiz,Pernoctaciones,308645.0,2023,4,Primavera,False
2261094803146292705,No aplica,Andalucía,Cádiz,Pernoctaciones,174693.0,2023,3,Primavera,False
9124939104527356063,No aplica,Andalucía,Cádiz,Pernoctaciones,109039.0,2023,2,Invierno,False
-2942318739010805941,No aplica,Andalucía,Cádiz,Pernoctaciones,71329.0,2023,1,Invierno,False
-8656949093277720050,No aplica,Andalucía,Cádiz,Pernoctaciones,65065.0,2022,12,Invierno,False
7004525516659991030,No aplica,Andalucía,Cádiz,Pernoctaciones,106291.0,2022,11,Otoño,False
-425520213897842217,No aplica,Andalucía,Cádiz,Pernoctaciones,355206.0,2022,10,Otoño,False
8823006039590379920,No aplica,Andalucía,Cádiz,Pernoctaciones,393323.0,2022,9,Otoño,False
